Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
Alpha_ID63_1st,0,0.0334147716890631,0,0.0132295654297883,0.0141478886656068,0.0434362346039887,0.0457717284477279,0,0,0,0.0676451548686594,0,0,0,0,0.032288285657084,0.000653152979858217,0.00235816482196205,0.0274830362574345,0,0,0.719572016578827,0,0.748129221277382,0.677756057885115
Alpha_ID63_2nd,0.0195394205456163,0.017183281364605,0,0.0601784642461614,0.0335296107632485,0.0467420240421339,0.014299242239009,0,0,0,0.0414288313496929,0,0,0,0,0.036271195022158,0.0023122124113606,0.00217284131862047,0.0359468556363008,0,0,0.690396021061093,0,0.729854405410314,0.695207594322941
Alpha_ID66_1st,0.00588088813892181,0.00180005146250336,0.00398647948615643,0,0.0391619234651775,0,0.0310623851649243,0,0,0.0146165152019482,0.0465400584645195,0,0,0,0,0,0,0.0117612573488067,0.0198194713526228,0,0,0.825370969914419,0,0.742603804471993,0.717553598270538
Alpha_ID66_2nd,0,0.0272559104869845,0,0.0875606566235549,0.0224418901435442,0.0517213958045495,0.00946299621716888,0,0,0,0.133016354585715,0,0.0416119404582324,0,0,0.0120240707059106,0,0,0.0271411799511702,0,0.0335116566325694,0.5542519483906,0,0.681139364217006,0.735184084394718
Alpha_ID68_1st,0.0144141042373994,0.000781337482090415,0.00524877162524074,0,0.0372609664627823,0,0,0.00922360297766451,0,0.00893324580790869,0.0276737046438572,0,0,0,0,0,0.00259469856599002,0.0149658646847805,0.0277529635310254,0,0,0.851150739981261,0,0.762131859255347,0.700682742422939
Alpha_ID69_1st,0.00568020458990873,0.0263529203093784,0,0.0646514410933148,0.0281936833404289,0,0.0383209401383915,0.0180156951180786,0,0,0.0530918642150847,0.00303381580742903,0,0,0,0.0440133831728563,0.00364154560429199,0.00161286747858739,0.0514966548177795,0,0,0.66189498431447,0,0.746147913426515,0.670919782367157
Alpha_ID69_2nd,0.00117314866700335,0.00636499871849589,0,0.093675360576462,0,0.0550753468799415,0.0504347279341828,0,0,0,0.133393985051339,0,0.129879735864237,0,0,0.0119865242158317,0,0,0.0370029634105732,0,0,0.481013208681933,0,0.709664149675609,0.705476417349514
Alpha_ID70_1st,0.0120746314618721,0.0135537953659068,0.00513728046397688,0,0.0326210508710927,0,0.0145194839937684,0.00453613326651764,0,0.00742484243226567,0.0461595297015579,0,0,0,0,0,0.00022364324009701,0.0129752850403587,0.0151680387875611,0,0,0.835606285375025,0,0.740210774822824,0.725062026395058
Alpha_ID70_2nd,0.033206388011406,0.0043155943866512,0.00060237940428868,0,0.0559683512068724,0,0,0,0,0.00206763029984939,0.045385920285514,0,0.0997707644278402,0,0,0.0309879066042303,8.598094769555e-05,0.00615475617262832,0,0.119258525143516,0,0.602195803109507,0,0.708756622106498,0.712465778454885
Alpha_ID71_1st,0,0.0133038749009722,0.000813633244376791,0.0263999964135827,0.00800627389737587,0.0195991526574082,0.0587939703789621,0,0,0,0.158011499518486,0,0.231923246059942,0,0,0.0109052109166597,0,0.00253108407706732,0.0300003095811009,0,0,0.439711748354066,0,0.70563969562744,0.708994662205707
Alpha_ID71_2nd,0.0162268505317021,0.0158559473649611,0.00154571829566204,0.0045108899342219,0.021259936020406,0,0.0476612788678703,0.00176503488511681,0,0.00555143878325719,0.0476168445229519,0,0,0,0,0.0095669150928334,0.00287668605866747,0.0146458960785793,0.0370246235311767,0,0,0.773891940032594,0,0.761313058725734,0.673423518796787
Alpha_ID72_1st,0,0.0322907278097064,0.00183667322574531,0,0.0204177510686664,0,0.0170194826104569,0,0,0,0.050053481070862,0,0.106696506232855,0,0,0.000565731499426847,0,0,0.0227996842040885,0,0,0.748319962278193,0,0.711700227251576,0.742099980330827
Alpha_ID72_2nd,0.0311589522780138,0.0039304177681826,0,0,0.0135396739556529,0.0380649208096185,0.0280587813400967,0,0,0,0.0800280722779557,0,0.0900845793847949,0,0,0.00940301741488548,0,0.00136368845045078,0.0311659501024786,0,0.0146886250479803,0.65851332116989,0,0.622419653532492,0.814226027854998
Alpha_ID8_1st,0.0311960518847909,0.0149920959046219,0,0.0103392685618824,0.0319608046069074,0.0681553480418651,0.0373900480312313,0,0,0,0.0400258743624926,0,0,0,0,0,0.00227763695579271,0.0147369504950702,0.0449705450205453,0,0,0.7039553761348,0,0.823450994214377,0.570991211902097
Alpha_ID8_2nd,0.0209127892938501,0.00932248835601199,0.00153002111085207,0,0.051232418262717,0,0.0342903539428523,0.0181157519503681,0,0.0196394015904668,0.0201297722586409,0,0,0,0,0,0,0.0152378211881525,0.0153052233652406,0,0,0.794283958680848,0,0.798397040827942,0.625750198805711
Gamma_ID64_1st,0.0154126133053608,0.0249368938928725,0,0.0194239489954408,0,0.0674185209286871,0.0393954637982667,0,0,0,0.108785241098592,0,0.133188153712103,0,0,0.0126158229950393,0,0,0.025055615067968,0,0.0215287598317339,0.532238966373936,0,0.58413825520408,0.824738425443763
Gamma_ID65_1st,0.0754370343878439,0.00527179390940311,0,0.121271279936266,0.0605802848280422,0,0.0558048997156868,0,0,0,0.130233296482922,0,0.038209822091405,0,0,0.0169238524113369,0,0,0.0319637281046587,0,0.0944966188926084,0.369807389239827,0,0.602699669882892,0.798473281268178
Gamma_ID67_1st,0.020741210239726,0.00203556559646365,0.00328040973222314,0,0.0496846916816329,0,0,0.0187918924791767,0,0,0.0353416757368278,0,0,0,0,0.0241838676442714,0,0.0171287092685889,0,0.0234476900103593,0,0.80536428761073,0,0.622966565135911,0.858627409527829
Seronegative_ID103_1st,0.0173295096620067,0.0475189204720439,0,0.112360506511776,0.00236578902094009,0.0687130355252426,0.024866063681777,0,0,0,0.0666414541425603,0,0.051390642512539,0,0,0.0486413424058855,0,0,0.0321954201476672,0,0,0.527977315917562,0,0.684533036631834,0.729794579177076
Seronegative_ID110_1st,0.0055233940612436,0.037742005705091,0,0.0480417725133451,0.0620326140968873,0.0742280787307403,0.0450321655005768,0,0,0,0.0684655404203168,0.000465334232557441,0.0639075360109379,0,0,0.0178016479746908,0,6.53688847730829e-05,0,0,0,0.57669454186884,0,0.67030448969675,0.74690884857163
Seronegative_ID123_1st,0.0350058012108334,0.0547475635212904,0,0.0949916291860145,0.0547237256296409,0.0805536831887788,0.0740518775596867,0,0,0,0.177889224509038,0,0.142141292175734,0,0,0.0134128481061598,0,0.00556152958104995,0.0202761455384167,0,0,0.246644679793356,0,0.594499291785334,0.807691371538281
Seronegative_ID142_1st,0.0413035908932282,0.0272011255752049,0,0.161804455428848,0.0442224186585308,0.217922970560523,0.0402664241692937,0,0,0,0.154219634523826,0,0.0922890531770823,0,0,0.00696776811485509,0,0.000512664294538062,0,0,0,0.21328989460407,0,0.599938387580397,0.802271824556822
Seronegative_ID143_1st,0.0416757280469158,0.0324479046110656,0,0.0640263220410623,0.0838447761642555,0.144956156865661,0.0496127024302894,0,0,0,0.142544116151354,0,0.0585004569230331,0,0,0.00442924612388363,0,0.000379764883989398,0.0179498876566818,0,0,0.359632938101809,0,0.594405784794798,0.804179740957149
Seronegative_ID144_1st,0.0286370548109133,0.0253996152796039,0,0.0398409740722626,0.0433124121607664,0.0561413666458182,0.060586319346021,0,0,0,0.144831348415789,0,0.124139825527816,0,0,0.0163203192115392,0,0.00403035526982568,0.00874805111873273,0,0,0.448012358140912,0,0.632196416074297,0.775027728258193
Seronegative_ID151_1st,0.0469584905691383,0.0593423805682772,0,0.061725129853245,0.0329374230800972,0.0846923958376257,0.0263018360712769,0.00552498238844643,0,0,0.100542321791364,0,0.0429759595576412,0,0,0.0165744308900544,0,0.000669144798569466,0.0234334788314891,0,0,0.498322025762775,0,0.78447385261674,0.632159672580571
Seronegative_ID1560_1st,0.0736596467394893,0.0815910432317919,0,0.0770984857716343,0.11167805908768,0.127483506162127,0.052497358463932,0,0,0,0.0549072401160945,0.00213558490790537,0.0625596112430498,0,0,0.0150482928182449,0,0.00517653548540018,0.0267268351787594,0,0,0.309437800793892,0,0.67053314068506,0.755515888371061
Seronegative_ID1562_1st,0.077025854265606,0.0580439837291779,0,0.326994283036518,0,0,0.0494280162054827,0.0340035912704164,0,0.0665744723047122,0.0549154484630228,0,0.0080217314879499,0,0,0.0503503223746315,0.005106925050259,0,0,0,0,0.269535371812224,0,0.703041289061093,0.728804841805986
Seronegative_ID1573_1st,0.111091434219542,0.0322616242570837,0,0.107309500957781,0.0477077824098311,0,0.0326469755034027,0.0130584793493826,0,0.0110393952930365,0.0764760011888249,0,0.0677436388332287,0,0,0.0111805896712274,0,0.000543440322299897,0.0105779190896511,0,0.0079688221957515,0.470394396708956,0,0.68827442060758,0.726997959192871
Seronegative_ID21_1st,0.0674509307944162,0.0365087790906081,0,0.0987558113413003,0.0248944712411352,0.104297438590845,0.05551477341902,0,0,0.00754705285424438,0.114328681113684,0,0.272176914255678,0,0,0.0102323412915537,0,0.000922849819344264,0.0119777906305781,0,0,0.195392165557592,0,0.651616972089118,0.772754369061988
Seronegative_ID28_1st,0.0290867860965854,0.04234171436511,0,0.0339259208420096,0.0890883610676852,0.0721496082555021,0.0178799526795519,0,0,0,0.113315734211561,0,0.0264416427070972,0,0,0.0160034790463426,0,0,0.039858681952416,0,0.0578576411659213,0.462050477610218,0,0.704067105876532,0.713670298576521
Seronegative_ID29_1st,0.0564459114658783,0.0293793037788164,0,0.0528718967039465,0.0597305869703593,0.154336279224509,0.0484752109598381,0,0,0,0.113504371988037,0.00182244937513303,0.00967703322813474,0,0,0.00635206485347842,0,0.00158575685371753,0.00249162135093275,0,0,0.463327513247219,0,0.659116670505722,0.752682826189216
Seronegative_ID342_1st,0.00393771330799534,0.0335880339503659,0.000688233275041464,0.0717141641108715,0.0267478174663884,0.0846676401330157,0.0320104192433429,0,0,0,0.225024771925465,0,0.101661237563784,0,0,0.00540323359013266,0,0,0.0396359567664876,0,0,0.374920778667109,0,0.747969160995261,0.678856808781731
Seronegative_ID346_1st,0.0591879898272909,0.028265928408197,0,0.0810360967799374,0.106296026965987,0.102431677664603,0.0154239528943208,0,0,0,0.178534039640566,0.00699602896826055,0.151867977978611,0,0,0.00545102270413045,0,0,0.0241904056213551,0,0,0.240318852546742,0,0.657631732340263,0.76491950977527
Seronegative_ID362_1st,0.0222841036998356,0.0290285551071617,0,0.0793925110916308,0.0376716586142588,0.097275626447778,0.0354339535572799,0,0,0,0.0639669730993463,0.00891454050702821,0.010065325633771,0,0,0.0250187793760296,0.00311530230052287,0.00127913084585943,0.0548044505740036,0,0.00900547010180166,0.522743619043692,0,0.733091304558718,0.682971668589145
Seronegative_ID366_1st,0.00880290628602646,0.0383567728998459,0,0.0597661396704422,0.0696276315312705,0.0169255726274677,0.0316505579280857,0,0,0,0.0582472913041515,0,0.125847620678117,0,0,0.0116115207387245,0,0,0.0304996732158904,0,0,0.548664313119978,0,0.775131135252585,0.633694048397733
Seronegative_ID368_1st,0.0292886184914911,0.0400838351714091,0,0.218084878211165,0.0289174482135015,0.0833280339624774,0.052937990921181,0,0,0,0.105705852419812,0,0.103009119579429,0,0,0.0105651613637862,0,0.00307026370785559,0.0123928361403132,0,0.0242928191507624,0.288323142666816,0,0.712414717014876,0.722562316660683
Seronegative_ID375_1st,0.0162940988334594,0.0288500354998388,0,0.149410450202075,0.0627555655566797,0.165157284711534,0.0726103595315793,0,0,0,0.144420162599064,0,0.0624509963342781,0,0,0.00874584902772092,0,0.000185604109473596,0.00333199426908096,0,0,0.285787599325216,0,0.684720628113706,0.740731432204621
Seronegative_ID376_1st,0,0.0292135154583424,0,0.0678132593024166,0.0824791018519949,0.133175822086345,0.0564608769033088,0,0,0,0.167220856524063,0,0.0928340177150797,0,0,0.0181750646328426,0,0.00130652620203527,0.0276108674060187,0,0,0.323710091917553,0,0.732564803777385,0.702761065296856
Seronegative_ID377_1st,0.0201754348540357,0.0350738594716558,0,0.115718571370153,0.0381588630611327,0.0308448971108192,0.0676628549172381,0,0,0,0.0968780699959103,0.00486799078186038,0,0,0,0.0414131410916239,0.00577655558703998,0.0128889373877862,0.0315386895004917,0,0,0.499002134870253,0,0.77682781676585,0.642135449859823
Seronegative_ID393_1st,0,0.0338002598650169,0,0.0223680654226389,0.0490038159839886,0.0271851065255788,0.0369370428042215,0,0,0.00621747818638025,0.0847970029314963,0,0.111195754064528,0,0,0.0148162835148573,0,0.000462194371682157,0.0352625834444006,0,0,0.577954412885211,0,0.782413803055494,0.624128275522883
Seronegative_ID398_1st,0.0183919315099491,0.0276027206654296,0,0.0676236826351062,0.052690838238784,0.0823601262194423,0.0432832803585183,0,0,0,0.0712453050749613,0.00237740409930671,0,0,0,0.043302464784299,0.00255712226901296,0,0.0338901903031476,0,0,0.554674933842043,0,0.776445608257797,0.635074651425256
Seronegative_ID403_1st,0.018018398874938,0.0272989544033449,0,0.278346057378924,0,0.0219643971448286,0.10671763223516,0,0,0,0.172577168221046,0,0.0373207553992467,0,0,0.0328912809388554,0,0.013632896816899,0.00664375654912055,0,0,0.284588702037636,0,0.599505803446061,0.801287042294585
Seronegative_ID405_1st,0,0.0374360473670284,0,0.138790910041682,0.0296128042175587,0.0344291534445955,0.0671735708539778,0,0,0,0.0791170013706564,0,0.0404168905634441,0,0,0.0112811316108105,0,0.000567893372293537,0.0342639895236252,0,0,0.526910607634328,0,0.762259384941636,0.651803384980456
Seronegative_ID410_1st,0,0.0413937360599978,0,0.0556871532396691,0.0619355578390198,0.0383943119735478,0.00911745958982006,0,0,0,0.0618347098711576,0,0.0818062377495759,0,0,0.0156671328897176,0,0,0.0235333581964134,0,0,0.610630342591081,0,0.768556634875265,0.641523028537407
Seronegative_ID417_1st,0.0359778714552213,0.0616035104191179,0,0.196684408129642,0.0278972204645488,0.0395935372520757,0.0536959152175549,0,0,0.000951201409148945,0.138526569745324,0,0.0574309918466737,0,0,0.00757377507955126,0,0,0.0283888309667599,0,0.00747846269876942,0.344197705315612,0,0.72107170508483,0.710205289556191
Seronegative_ID419_1st,0.100566567724927,0.0847021972955543,0,0.121580649784725,0.188652578430625,0.171077921435882,0.0386683533475852,0,0,0,0.102875525654772,0,0.0648581191109588,0,0,0.00614573809136683,0,0.000645431309970015,0.00636563834103145,0,0.000955379275952861,0.11290590019665,0,0.64954322899368,0.773195811216451
Seronegative_ID420_1st,0.0195649256005588,0.0620081402143107,0,0.11829750220929,0.027705230829454,0.101350930168985,0.0447921253021079,0,0,0,0.0753710755075988,0,0.088805581437587,0,0,0.00619922040881193,0,0.00157921039730199,0.00347129494066114,0,0,0.450854762983333,0,0.718281264071472,0.700399381977938
Seronegative_ID421_1st,0.0637823951540681,0.0368433159593202,0,0.152713249567531,0.0200148736183085,0.0650141164877033,0.0597575359812323,0,0,0.0228461225023741,0.103146029295357,0,0.0325005262514674,0,0,0.00667844166775063,0,0,0.00548954159140673,0,0.012890700415188,0.418323151508293,0,0.702576877702686,0.717851269618682
Seronegative_ID422_1st,0.0995483453279673,0.0188390077379016,0,0.0337839562074305,0.0767768462906063,0.186016741635617,0.0387627768101259,0,0,0,0.0647860824014777,0.00647199774818973,0.0976029046412971,0,0,0.00657572063964838,0,0.00123490664576693,0.00673995359207832,0,0.00720985798993366,0.355650902331959,0,0.674746389545076,0.745545643191423
Seronegative_ID423_1st,0.0146642606624093,0.0477399971034401,0,0.0650318923049832,0.067223255505639,0.179353240404348,0.0278579244872804,0,0,0,0.0828938751749866,0,0.0162216661424378,0,0,0.00353725953654005,0,0.00135411467085494,0.0141516225298866,0,0,0.479970891477194,0,0.733987196433724,0.684246343437331
Seronegative_ID427_1st,0.00476299555555279,0.0516853674391955,0,0.0621641227288802,0.0431831130236637,0.0609312336634194,0.0316166715466146,0,0,0,0.0965930728720574,0,0.107870428938701,0,0,0.00848060458740325,0,0.00109861456011696,0.033251555847624,0,0,0.498362219236771,0,0.739905881721168,0.675569403384147
Seronegative_ID429_1st,0.0233500911400401,0.0256092711462731,0,0.0201608801273124,0.0842776846565462,0.0237146728722879,0.0542102727349785,0,0,0.0129026988819428,0.0666660412376234,0,0.016674818991925,0,0,0.0142027909564487,0,7.75154145796548e-05,0.0378981527707359,0,0.00501223293096602,0.61524287613834,0,0.764051883976264,0.646536558728905
Seronegative_ID430_1st,0.0484424327039301,0.0436910520477945,0,0.0329239982073236,0.050725348378046,0.151206145616231,0.0333234861885092,0,0,0.00332782752137262,0.105919662238198,0,0.0712838070416651,0,0,0.0137739763522755,0,0.00164787303034487,0.0256240374285836,0,0,0.418110353245726,0,0.733414428149594,0.691996471022739
Seronegative_ID431_1st,0.102065517587095,0,0,0.0603539466439292,0.0766672160787083,0.210690248166825,0.0364470058865463,0,0,0,0.121110195345301,0,0.105143391798128,0,0,0.00823612101126072,0,0.000512230919566148,0.02791953855171,0,0.00789241612842296,0.242962171882508,0,0.641290532983876,0.778676693210418
Seronegative_ID433_1st,0.0189357468715863,0.0834730788761964,0,0.0920216013871849,0,0.0859199330829585,0.0534277713244378,0,0,0,0.148736172659779,0,0.0669241961836629,0,0,0.00731850548413865,0,0,0.0371736651651448,0,0.00573692510214629,0.400332403862764,0,0.708340393731839,0.715167661823493
Seronegative_ID434_1st,0.0153229792058133,0.0449286075281137,0,0.0489522244242432,0.0570281071302873,0.0358001815045595,0.04118098323061,0,0,0,0.0671140188776279,0,0.0819392211800518,0,0,0.0377734340650278,0.00364760230836176,0.00256045715114117,0.0361666203323457,0,0,0.527585563061817,0,0.681350513024238,0.732545884428793
Seronegative_ID439_1st,0.0438201589093366,0.0360279332518778,0,0.0862407380479295,0.0501578412842212,0.090555065588336,0.0245735497120219,0,0,0,0.120306348561781,0,0.0735064413140016,0,0.00123576083085929,0.0374235544013811,0.00160849789341938,0,0.0172991239030132,0,0,0.417244986301821,0,0.726078974770487,0.69782922164019
Seronegative_ID448_1st,0.0148758641910856,0.069324083273079,0,0.0834915992286137,0.0261408962406493,0.0765039945680072,0.0173438694432224,0,0,0,0.319056150530594,0,0.0806469205581988,0.000715812455539122,0,0.00790005369052729,0,0,0.0199892794654549,0,0.00785955959414393,0.276151916760885,0,0.670627505889086,0.746831708457812
Seronegative_ID53_1st,0.000962367845419397,0.063234129461932,0,0.0778409822689021,0.00649556890502984,0.193883478146509,0.0469565280856843,0,0,0,0.110488018228354,0,0.0826562903307849,0,0,0.00654508936421869,0,0.00189446899222122,0.00592785569859348,0,0.0100938430099223,0.393021379662428,0,0.683355084598057,0.735124543921338
Seronegative_ID59_1st,0.0807379905006476,0.00722744321546159,0,0.0698078415943914,0.0288963087495986,0.0118672537111213,0.0284394130121363,0.00143475272154519,0,0,0.132537833490593,0,0.135225457515524,0,0,0.00755875067546301,0,0,0.0245701151056529,0,0,0.471696839707865,0,0.743143727094007,0.673515064471328
Seronegative_ID63_1st,0,0.0463830697709689,0,0.0657635410915479,0.0258290896245522,0,0.0316021825641934,0,0,0,0.052419987946376,0,0.105205283607978,0,0,0.0137164265997442,0,0.000823486139292158,0.015337103696867,0,0.00681967212961627,0.636100156828864,0,0.753536851764071,0.662526761061309
Seronegative_ID76_1st,0.0293077063545864,0.0268403549326203,0,0.141618595065512,0.0480581644857239,0.0512838244536324,0.0546172533868654,0,0,0,0.175306013073635,0,0.119409645735976,0,0,0.0178514631312589,0,0.00161156137342221,0.0157175051392862,0,0,0.318377912867481,0,0.673217832761576,0.747399532349933
Seronegative_ID88_1st,0.00788485832742346,0.0432193799718672,0,0.132119964105527,0.00701747438318557,0.061328672985444,0.0495321431991389,0,0,0,0.121669424758517,0,0.0389379239181252,0,0,0.0183042505559242,0,0,0.0275309438802154,0,0.0219787165613447,0.470476247353288,0,0.664213628459509,0.748178748371256
Seronegative_ID12_1st,0.0253721254148478,0.0359398983860448,0,0.0288580210625285,0.0515272724036637,0.17956096176945,0.0191122494371414,0,0,0,0.0434969877422988,0,0.0167339602342848,0,0,0.00442016359179229,0,0.000612898941144271,0.00873479404083771,0,0,0.585630666975966,0,0.802724135817015,0.600401178355159
Seronegative_ID13_1st,0.0395814955051515,0.0319403497087015,0,0.0729958808065353,0.0131523300231862,0.171255096558385,0.0222509297065295,0,0,0,0.0589299754829075,0,0,0,0,0.00510444065981499,0,0.00108994613103572,0.0122129914514533,0,0,0.5714865639663,0,0.814375531255989,0.588375872132337
Seronegative_ID16_1st,0.0295070956227203,0.0342096800734103,0,0.0278090418704921,0.0807752712096893,0.101291544017597,0.0218199085738157,0,0,0,0.0268027700135895,0.00188773336538988,0,0,0,0.00412768046326759,0,0,0.0212235086924142,0,0,0.650545766097615,0,0.808877351377895,0.589999213267956
Seronegative_ID17_1st,0.0417600109821484,0.012669738514386,0,0.0497625934480103,0.0244801863615355,0.102687085857897,0.0373041096003578,0,0,0,0.0347443732324799,0,0,0,0,0.039318354601044,0.00102849476465047,0.0117172576408977,0.0244164603159648,0,0,0.620111334680628,0,0.79019473104657,0.614947851668407
