Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
Alpha_ID49_2nd,8.39194871757173,11.4400532765294,0,1.59746283633069,0,1.11373013279195,3.49895591736466,0.826608321174599,0,0,2.01042237244587,0,0,0,0,3.21343499676111,0,0.841481789958031,2.1109145179615,0,0,37.2500986971561,0,0.694843106547189,0.719935415498784,72.2951115760456
Alpha_ID50_1st,4.50152359390736,2.02690487958961,0,0,3.04621690408256,0,1.5231899001541,3.23163244454198,0,1.85202999773208,5.61231927074637,0,0.907261428684285,0,0.145319813742006,3.60633788415386,0.462614378521256,2.17716088863025,5.5223865751641,0,0,90.1351266430118,0,0.732664037319012,0.698955079947621,124.750024602662
Alpha_ID50_2nd,2.11413779736779,3.22499970151576,0,4.6129965514679,4.78193433729848,0,3.80031796953603,0.11267877944697,0,0,5.75524512107394,0,3.18202963592816,0,0,3.96202132599458,0.105067573582094,0,3.66144879481828,0,0,56.8950875526544,0,0.750793375916483,0.662409339397582,92.2079651406844
Alpha_EK_ID51_1st,1.43074427254284,1.70122652925878,0.158422411282181,0,2.86995327857109,0.706254171238324,3.79013957862172,0.421332195311805,0,0,5.12027406352275,0,0.619769080039884,0,0,2.87825933360453,0,1.89942078493387,3.43016891552485,0,0,90.134678583266,0,0.702677446396242,0.754160139361391,115.160643197719
Alpha_EK_ID51_2nd,2.36784248880928,0,0.395976047591007,0,3.60716608408435,0,2.09399570795854,1.46533565295539,0,1.48283762395819,3.66631343668187,0,0,0,0,0,0,1.87935978420896,2.17193961511342,0,0,105.571311649894,0,0.747683101153471,0.719187698551025,124.702078091255
Alpha_EK_ID52_1st,0.687999357743009,2.74887236524849,0,4.18224115191858,1.88203650738933,4.18233261706724,0,0,0,0,2.07813136975747,0,0,0,0,1.79706904167888,0,1.71288709733878,2.98161615009234,0,0,86.8700132999408,0,0.67729524337607,0.790211542819805,109.123198958175
Alpha_EK_ID53_1st,0.976127650075056,1.01443912510473,0.749359759895546,0,4.2498803049574,0,3.93057123536369,0.31971832374587,0,0.251106947246267,4.62716522892638,0,3.61973291256883,0,0,2.1753888200447,0,1.57744043260511,3.51531089769521,0,0,84.1862695290716,0,0.670967658350231,0.785919908568998,111.1925111673
Alpha_EK_ID53_3rd,1.64864224498548,1.06585395432792,0.19793913504139,9.21730971413993,0,2.9464927987087,5.28092161998456,0.14249313932939,0,0,4.79978618428056,0,0,0,0,3.42276947309864,0.113775564150046,0.213361899867593,4.17774306269146,0,3.44888207942362,46.8736348562065,0,0.656101978021319,0.75770601982633,83.5496057262358
Alpha_EK_ID54_1st,3.47239876738487,1.5608316150788,0.0854756855177795,6.36138966583246,0,3.14405365162468,2.53017822271953,0,0,0,5.11720757673255,0,2.61919093536552,0,0,3.39169213683629,0.125782005072408,1.2509525810548,1.80689910911103,0,1.22481265097815,45.4207147369953,0,0.715831604053137,0.700149020599627,78.1115793403042
Alpha_EK_ID54_2nd,2.67183784763254,0.868683069070371,0,12.8121229268418,0,2.10432086569402,2.65267218484025,0,0,0,5.92329328921323,0,4.88732629893129,0,0,0.961529458347132,0,0,2.63908668457347,0,1.59196330384286,24.5704906204427,0,0.687081656469671,0.732023816176981,61.6833265494297
