Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
BNT_Naive_4_Day0,0.0522572194992848,0,0,0.000172345827827557,0.0971775849151954,0.123742300590825,0.0173272651840636,0,0,0,0.0415638915774431,0,0.117855954154939,0,0,0,0,0,0.018406106340542,0,0,0.53149733190988,0,0.747362241022511,0.66536575671249
BNT_Naive_4_Day34,0.0549409445407705,0,0,0.010096745949766,0.0955889615670076,0.06595112141699,0.00157444244370018,0.00969618546275525,0.0112756278250051,0,0.0513782349717555,0,0.0981076474608688,0,0,0.0140221114162891,0,0,0.0298575993651302,0,0,0.557510377579962,0,0.796267994585149,0.60864655733317
BNT_Naive_4_Day35,0.0604378131749511,0.00127561813661849,0,0.0254789494306147,0.0494449986922289,0.0359442416936747,0,0.0343460509007897,0.0222382340729924,0.00245521587869751,0.0604045650753288,0,0.0679213708372939,0,0,0.00590874983144232,0.00304203469188929,0,0.0262435620726834,0,0,0.604858595510795,0,0.80408665165864,0.597143086588507
BNT_Naive_4_Day41,0.0745717504902479,0,0.000607145678852104,0.042638558862555,0.105975986777366,0.0821445144587773,0.00180571488786984,0.00251442975265142,0.0216421729659644,0,0.049799234194446,0.0153096108437083,0.169605468247917,0,0,0.00550563337592457,0,0,0.0369331376285214,0,0,0.390946641835199,0,0.692128770492243,0.726476403822055
BNT_Naive_4_Day7,0.0239476990971801,0.00606673333906876,0,0,0.0871292730854306,0.124121745943184,0.0239910801561093,0,0,0,0.0814580769424753,0,0.0659815788330139,0,0,0.00413250522361899,0,0,0,0,0,0.58317130737992,0,0.796566305713088,0.60701225591829
BNT_Naive_5_Day0,0.0209956651539502,0.0146598032092164,0,0.0762235360294271,0.0436356358396191,0.0834590112331903,0.0558802117697188,0,0,0,0.0620292849623784,0,0,0,0,0.0133258919936874,0,0,0.0158130730987803,0,0,0.613977886710032,0,0.766803017833398,0.643489407868592
BNT_Naive_5_Day11,0.0059613668551152,0.0134827396593745,0,0.0541717989057622,0.064640091077913,0.0294246608842766,0.0564963167847194,0,0,0,0.0601514671780468,0,0,0,0,0.00717727354190248,0,0.00020438754541411,0.0196429659374484,0,0,0.688646931630027,0,0.804982746933727,0.596906842917432
BNT_Naive_5_Day35,0,0.0255100873436383,0.000468123699689962,0.0592192910224929,0,0,0.035998685561535,0.0103940481851473,0,0,0.0990845373898649,0,0.0504223348871451,0,0,0.00824048028859181,0,0.000836034407327168,0.0242499326836597,0,0,0.685576444530908,0,0.812584489292847,0.587562947243755
BNT_Naive_5_Day41,0,0.0411321100779431,0,0.131894420187061,0.000653543618549211,0,0.0401246985241614,0,0.0334851819621018,0,0.0647696901936884,0.000801029764084542,0.00349895586300807,0,0,0.024452420159716,0.00789045777246896,0,0.0252429393867278,0,0,0.62605455249049,0,0.81370233776543,0.584795070609398
BNT_Naive_6_Day0,0.0233472381405347,0.041936036383536,0,0.0199107502841529,0.0545197500032128,0.0371343054091411,0.0370531459440748,0,0,0.00567408167807103,0.0316489782054986,0,0,0,0.0022152917060138,0.0448951143438521,0.00663626744774331,0,0.0600237280107555,0,0,0.635005312443413,0,0.744786080995301,0.669693660648164
BNT_Naive_6_Day10,0.0221938421738202,0.0300719642017197,0.00173497233725024,0.0264556315316382,0.035332722332128,0.0438821055248216,0.0261176445376719,0,0,0,0.0209376450901815,0.0144865914578463,0.0618851711215281,0,0,0.0447566930774966,0.00588333808728751,0,0.0435042914845665,0,0,0.622757387042044,0,0.763970698188264,0.647115489219575
BNT_Naive_6_Day34,0.0122456058287764,0.0358214500578611,0,0.019358725245669,0.0650403556416754,0.00723920978658774,0.0397082985033359,0,0,0.00859316104772893,0.0364882269255792,0.0100064897401001,0,0,0,0.0362615320644467,0.0039994304059354,0,0.062669558223789,0,0.00186477454326992,0.660703181985245,0,0.701458988760363,0.722448523330151
BNT_Naive_6_Day35,0.0234544138923066,0.0284085149830287,0.00634346589845061,0.0719887160352123,0.0351081328641703,0,0.0121363047076603,0.0175305530906223,0,0.0096684426829273,0.0328074168849004,0.0397196130864649,0.0909798630670585,0,0,0.0413225953271248,0.00338108362150852,0.00204690377918269,0.0628494518014514,0,0.00975989646115538,0.512494631816775,0,0.611690909614595,0.795526716963903
BNT_Naive_6_Day41,0.01015085448456,0.0293684082086675,0,0,0.0800326894885364,0.0338565044133376,0.0417342272663008,0,0,0.00499367916321856,0.0835374339336142,0,0.103482372529792,0,0,0.00766736007055236,0,0,0.0298811083148923,0,0.0206174841712063,0.554677877955322,0,0.696189627401417,0.71958959482918
BNT_Naive_7_Day0,0.0778048276728047,0.0064672946448317,0,0.00779702901375501,0.0660423106030782,0.0731503774079942,0.0170320428879101,0,0,0,0.0725997405607599,0,0.0318726202851414,0,0,0.00284340750325474,0,0,0.0197215643907189,0,0,0.624668785029751,0,0.783129595783245,0.6238349877805
BNT_Naive_7_Day34,0.0760138976677481,0,0,0.0353479718042872,0.0819805250110925,0,0.0181770598625458,0.00750749780272531,0.00495724847361258,0,0.0702741962468021,0,0.0926597825393755,0,0,0.00741247522011498,0,0,0.0114493797994894,0,0,0.594219965572207,0,0.799271752571517,0.603184068369943
BNT_Naive_7_Day35,0.0298389164344849,0.00697026359290814,0,0,0.0506769525145261,0.00581908171503912,0.0230685873352014,0.00496154943918188,0,0.0145272053931853,0.0517486312057709,0,0.0470677701741781,0,0,0.00909280630243797,0,0.0012900383491518,0.0191782708792581,0,0,0.735759926664676,0,0.81956131140247,0.583154702722536
BNT_Naive_7_Day41,0.028644123594306,0.0260928192920422,0,0.045125239374846,0.0215402463586887,0.0191910900348749,0.0332635524130214,0,0.0193881677164879,0,0.102794087947151,0,0.07535003110824,0,0,0.0253706181608483,0,0.0119899646972607,0.00322356021526834,0,0,0.588026499086965,0,0.777417361638556,0.630893618473313
BNT_Naive_7_Day7,0.0593451326130167,0.00730324619005055,0,0.026199316155501,0.0778641695396646,0.123752971836839,0.0158468295515536,0,0,0,0.0662997503411349,0,0,0,0,0.0126119537250193,0,0.00182677799659954,0.000962523002284548,0,0,0.607987329048337,0,0.788486673083585,0.617379963133969
BNT_Naive_8_Day0,0.0250539761711389,0.0394587388484887,0,0.0507250226091252,0.0544968465352639,0.0527554958274103,0.0436802172028742,0,0,0.0275598841826562,0.0347954863310465,0,0,0,0.00114050124954566,0.0438710819796004,0.00596291048354083,0.000934610433634073,0.0493394538811624,0,0,0.570225774264513,0,0.758541513684395,0.653842955206447
BNT_Naive_8_Day10,0.030451397613897,0.0216203330053278,0,0.0243380648700495,0.0468966074684852,0.137436696511684,0.0328605638559027,0,0,0,0.0917392583924504,0,0.0622227786316276,0,0,0.00609706950518463,0,0,0.0226859350946914,0,0,0.523651295050699,0,0.732732546420815,0.682163452067403
BNT_Naive_8_Day34,0.0218923559899615,0.0619485300556815,0,0.0714454921353743,0.0570480548651594,0.0080204130881767,0.00289947676268996,0.032660144095238,0.00411107491510601,0.0293220798911321,0.0669994292486819,0.0248267308169262,0.191716649700662,0,0,0.0190722325514488,0,0,0.0382858263333981,0,0.0093651341741437,0.360386375376219,0,0.654400921348705,0.758595015508796
BNT_Naive_8_Day41,0.00652263098189947,0.039255336899672,0,0.0469215618069022,0.0537209909959223,0.104824249492834,0.0297599844699875,0,0,0,0.0912086624973443,0,0.0885826925565541,0,0,0.0132275193414019,0,0,0.0117128191001066,0,0,0.514263551857376,0,0.712985277520771,0.701894963910842
BNT_Naive_9_Day0,0.0161013379073502,0.0125415947276832,0.000934124639389435,0.0506464079486077,0.0609980803932324,0.0533059806792522,0.0258418325665011,0,0,0,0.0306866392131701,0.00659336433163564,0.0122698772844495,0,0.00124712288357471,0.0395273894266454,0.00446271480623219,0,0.0562164710876389,0,0,0.628627062104637,0,0.769079249677483,0.640718000300951
BNT_Naive_9_Day10,0.00280964687465002,0.0165942751467313,0.0028527804636005,0.0202652788207162,0.0643853168678333,0.144218157254784,0.028124705364576,0,0,0,0.0905139485655763,0,0.135763482355137,0,0,0,0,0.000762444024327344,0.0151608981276736,0,0,0.478549066134394,0,0.756464860241666,0.658919116418329
BNT_Naive_9_Day34,0.0154702576261111,0.0151672539671033,0.00363110466926647,0.0376590846519352,0.0462625007635572,0.0442447805543799,0.016999792696934,0.00625425664822485,0,0.00417666644835955,0.117130307145632,0,0.135593665420712,0,0,0.00348221955262025,0,0,0.00414830907716322,0,0,0.549779800778001,0,0.768049065555421,0.641862809658922
BNT_Naive_9_Day35,0.0199856210159114,0.0148924015267619,0,0.0531048122549485,0.0258278817008923,0.0171086408849426,0,0.0304615421736424,0,0.00308522300248117,0.0494235562676468,0.00873197849078274,0.123068114589607,0,0,0.0385104094215617,0.00475024299867989,0,0.0342843088973212,0,0,0.576765266774821,0,0.785663249070298,0.620226501897201
BNT_Naive_9_Day41,0.0191578137793656,0.0238805041095082,0,0.0601930265171176,0.0888873736548961,0.0608023167979049,0.0329297424353192,0,0,0.00621278241530233,0.0274941782324444,0,0.0559591911836709,0,0,0.042364695072094,0.00674408177404695,0,0.0122505856607243,0,0,0.563123708367606,0,0.801825768789904,0.602496612632811
