Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
BNT_Naive_2_Day0,0.0596644046185105,0.010703868012808,0,0.0718034892860191,0.0283871786900952,0.0577105432129975,0.0591008569190981,0.00801106944452535,0,0.0481522064650584,0.0574117263672467,0,0.0628194879677669,0,0,0.0125351624637737,0,0.00238698156432833,0.0377543514962758,0,0.0279919592561742,0.455566714235322,0,0.759251736287608,0.663112850020386
BNT_Naive_2_Day10,0.0643989366446786,0.0133331353525728,0,0.0742253281169704,0.0783927907444225,0.150334489609203,0.0223671179381118,0,0,0.0246871909520088,0.0481909694958467,0,0.0680207702863382,0,0,0.00658347636569112,0,0.00341579058152866,0.0219547338869991,0,0.0115397690599853,0.412555500965643,0,0.720906116793903,0.702359964047478
BNT_Naive_2_Day34,0.0596266105968555,0,0,0.069915539698501,0.0577139476967785,0.00589465230684716,0.0264453550351541,0.00731629231537256,0,0.0123078370290582,0.0814433400704528,0,0.106989217739311,0,0,0.0131771714764258,0,0,0.0363821460745448,0,0,0.522787889960699,0,0.732097724045722,0.682446586063899
BNT_Naive_2_Day35,0.0446896891458395,0.00558217481486116,0,0.0465062248510305,0.0104136454081964,0.0216603569965311,0.034419632816897,0.00524433492682872,0.0019980909599584,0.0120052224823488,0.0832241058553689,0,0.0982821680946463,0,0,0,0,0.00207519251523814,0.0378077104524553,0,0,0.5960914506798,0,0.778185297219082,0.629685199168854
BNT_Naive_2_Day41,0.0504964233974382,0.002707444992115,0,0.0578442337710391,0.0850898729173196,0.0572256052203724,0.0248456517166017,0,0,0.0137898144329909,0.0825298219832123,0,0.101492163603511,0,0,0.01415990383211,0,0,0.0140141631849786,0,0,0.495804900948311,0,0.719403207845901,0.696011119050684
BNT_Naive_3_Day0,0.00497423203718743,0.0326252076339119,0,0.00572843498831412,0.0934698392528734,0.0241878840154314,0.0110460944995381,0.00298740667865474,0,0.0311285970505032,0.0360410203232881,0,0.0986392694074836,0,0,0.0143060724085461,0,0,0.0398086604887192,0,0,0.605057281215549,0,0.752535754878376,0.660554017710823
BNT_Naive_3_Day10,0.00559875030992246,0.013652890804539,0,0.0129474302836671,0.083591623452201,0.148060917265349,0.0142404564228046,0,0,0,0.0621870040080563,0,0,0,0,0.00589119068049109,0,0,0,0,0,0.653829736772969,0,0.776204456824929,0.633495024719815
BNT_Naive_3_Day34,0,0.0220486529105385,0.00376058054791258,0.001816741700454,0.104214713567823,0.0158610271406227,0.0266122363453637,0.00216116509315639,0.00384532919317075,0,0.0837923619225316,0,0.0795482189943408,0,0,0.0049543238230347,0,0,0.0232922404266197,0,0,0.628092408334432,0,0.801417539168793,0.599700133157768
BNT_Naive_3_Day35,0.0211183094474699,0.00556802024834181,0,0,0.091685022647779,0,0.0293277904745048,0.00833303094527407,0.00394612816940021,0.0118133699664821,0.0458034868190956,0,0.0681264510337501,0,0,0.0130942738409598,0,0.000169995350538355,0.0137216516895669,0,0,0.687292469366837,0,0.78912795151253,0.620852071160566
BNT_Naive_3_Day41,0,0.0174476420309588,0.00466546843737446,0,0.117705672559136,0.00883867260644802,0.0271630776634207,0.00163602225186095,0.00366260416105794,0.00933334351721944,0.0738677098221115,0,0.0675915887185502,0,0,0.00818926787398756,0,0,0.0130948275832147,0,0,0.646804102774659,0,0.789284012247268,0.616588270957799
